latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-16.4447,143.5152,321,4.5,2,1/11/2000,0016,Terra,MODIS,62,6.2,300.5,71.6,D,0
-16.4439,143.5076,319.9,4.5,2,1/11/2000,0016,Terra,MODIS,59,6.2,300.6,62.8,D,0
-17.0273,143.8525,322.6,4.1,1.9,1/11/2000,0016,Terra,MODIS,56,6.2,299.7,80.6,D,0
-17.035,143.8907,324,4.1,1.9,1/11/2000,0016,Terra,MODIS,73,6.2,300.2,93.1,D,0
-17.0427,143.9288,320.7,4.1,1.9,1/11/2000,0016,Terra,MODIS,30,6.2,300.6,60.3,D,0
-17.0441,143.8489,326.5,4.1,1.9,1/11/2000,0016,Terra,MODIS,60,6.2,298.8,110.5,D,0
-17.0518,143.8872,322.1,4.1,1.9,1/11/2000,0016,Terra,MODIS,31,6.2,298.9,72.3,D,0
-18.4005,144.9007,318.8,3.2,1.7,1/11/2000,0016,Terra,MODIS,64,6.2,301.5,42.6,D,0
-18.4401,144.8603,317.7,3.3,1.7,1/11/2000,0016,Terra,MODIS,61,6.2,303.2,38.5,D,0
-18.4459,144.8904,324.6,3.2,1.7,1/11/2000,0016,Terra,MODIS,74,6.2,303.1,77.4,D,0
-18.6804,145.547,317.3,2.9,1.6,1/11/2000,0016,Terra,MODIS,54,6.2,299.4,32.8,D,0
-18.8383,143.9129,319.2,3.8,1.8,1/11/2000,0017,Terra,MODIS,62,6.2,300,65.7,D,0
-18.8447,143.9057,316.9,3.8,1.8,1/11/2000,0017,Terra,MODIS,53,6.2,299.3,52.5,D,0
-19.2216,145.0066,318.4,3.1,1.7,1/11/2000,0017,Terra,MODIS,50,6.2,303.2,35.5,D,0
-19.2365,145.0034,317.9,3.1,1.7,1/11/2000,0017,Terra,MODIS,42,6.2,303.4,33.6,D,0
-19.2513,145.0002,317.1,3.1,1.7,1/11/2000,0017,Terra,MODIS,37,6.2,302.7,30.3,D,0
-19.4718,146.0923,319.5,2.5,1.5,1/11/2000,0017,Terra,MODIS,64,6.2,305.3,20.2,D,0
-19.2201,145.001,319.2,3.1,1.7,1/11/2000,0017,Terra,MODIS,33,6.2,303.3,37.6,D,0
-19.4423,144.475,320.3,3.3,1.7,1/11/2000,0017,Terra,MODIS,29,6.2,302.6,47.9,D,0
-19.4483,144.5059,321.7,3.3,1.7,1/11/2000,0017,Terra,MODIS,48,6.2,300.7,56.2,D,0
-19.4434,144.4999,319.3,3.3,1.7,1/11/2000,0017,Terra,MODIS,41,6.2,301.4,45.5,D,0
-19.4586,144.4963,318.7,3.3,1.7,1/11/2000,0017,Terra,MODIS,28,6.2,300,40.4,D,0
-19.4787,144.4542,316.8,3.3,1.7,1/11/2000,0017,Terra,MODIS,46,6.2,300.3,37.8,D,0
-19.7753,145.5603,324.8,2.7,1.6,1/11/2000,0017,Terra,MODIS,73,6.2,305.4,45.1,D,0
-19.8952,146.1884,326.6,2.4,1.5,1/11/2000,0017,Terra,MODIS,76,6.2,305.5,51.4,D,0
-19.8995,146.2112,330,2.4,1.5,1/11/2000,0017,Terra,MODIS,80,6.2,304.2,66.7,D,0
-20.3597,148.2221,319,1.7,1.3,1/11/2000,0017,Terra,MODIS,57,6.2,299.5,18.3,D,0
-20.4449,148.5753,319.7,1.6,1.2,1/11/2000,0017,Terra,MODIS,60,6.2,299.8,16.4,D,0
-20.4475,148.5904,332.7,1.6,1.2,1/11/2000,0017,Terra,MODIS,82,6.2,299.9,46.4,D,0
-19.3096,142.5199,319.8,4.6,2,1/11/2000,0017,Terra,MODIS,39,6.2,296.9,67.4,D,0
-19.3088,142.5147,319.2,4.6,2,1/11/2000,0017,Terra,MODIS,37,6.2,297.5,67.2,D,0
-20.2437,146.6411,325.2,2.2,1.4,1/11/2000,0017,Terra,MODIS,74,6.2,306.5,35.4,D,0
-20.2477,146.6622,327,2.2,1.4,1/11/2000,0017,Terra,MODIS,76,6.2,305.8,41.8,D,0
-20.646,148.4702,332.3,1.6,1.2,1/11/2000,0017,Terra,MODIS,81,6.2,301.2,42.9,D,0
-20.6545,148.4528,321.1,1.6,1.2,1/11/2000,0017,Terra,MODIS,44,6.2,302.2,19.3,D,0
-20.6572,148.468,326.6,1.6,1.2,1/11/2000,0017,Terra,MODIS,75,6.2,301.2,29.6,D,0
-20.4831,146.7923,320.7,2.1,1.4,1/11/2000,0017,Terra,MODIS,50,6.2,305,19.3,D,0
-19.7539,142.094,321.1,4.8,2,1/11/2000,0017,Terra,MODIS,67,6.2,296.8,91.4,D,0
-20.5662,146.0241,332.1,2.4,1.5,1/11/2000,0017,Terra,MODIS,82,6.2,306.5,66.9,D,0
-19.7514,142.0889,319.5,4.8,2,1/11/2000,0017,Terra,MODIS,47,6.2,296.7,73.6,D,0
-20.5602,146.0194,331.7,2.4,1.5,1/11/2000,0017,Terra,MODIS,81,6.2,308.2,68.8,D,0
-20.5646,146.0422,325.1,2.4,1.5,1/11/2000,0017,Terra,MODIS,73,6.2,305.6,39.9,D,0
-20.9589,147.8201,333.1,1.8,1.3,1/11/2000,0017,Terra,MODIS,82,6.2,305,47.7,D,0
-20.9676,147.8009,326.3,1.8,1.3,1/11/2000,0017,Terra,MODIS,74,6.2,304.4,27.3,D,0
-20.9706,147.8178,358.6,1.8,1.3,1/11/2000,0017,Terra,MODIS,99,6.2,305.5,161,D,0
-20.9653,147.8119,353.3,1.8,1.3,1/11/2000,0017,Terra,MODIS,96,6.2,306.6,131.2,D,0
-20.9683,147.8286,332.9,1.8,1.3,1/11/2000,0017,Terra,MODIS,82,6.2,305.1,45.1,D,0
-20.5655,144.6438,322.7,3,1.7,1/11/2000,0017,Terra,MODIS,55,6.2,304.4,42.1,D,0
-20.865,146.3039,324.7,2.3,1.5,1/11/2000,0017,Terra,MODIS,35,6.2,309.3,26.8,D,0
-20.5694,144.6656,325.7,3,1.7,1/11/2000,0017,Terra,MODIS,71,6.2,304.3,61,D,0
-21.3192,148.294,322.4,1.6,1.2,1/11/2000,0017,Terra,MODIS,68,6.2,304.9,17.5,D,0
-21.5939,149.0049,322.4,1.4,1.2,1/11/2000,0017,Terra,MODIS,63,6.2,303.1,19.8,D,0
-21.6302,148.0932,329.1,1.6,1.3,1/11/2000,0017,Terra,MODIS,77,6.2,303.9,35.8,D,0
-21.633,148.109,319.3,1.6,1.3,1/11/2000,0017,Terra,MODIS,52,6.2,302.7,14.6,D,0
-21.8082,147.7385,323.4,1.7,1.3,1/11/2000,0017,Terra,MODIS,66,6.2,304.3,20.9,D,0
-22.6504,150.0995,333.5,1.2,1.1,1/11/2000,0017,Terra,MODIS,83,6.2,298.7,31.1,D,0
-22.6385,149.5925,317.5,1.3,1.1,1/11/2000,0017,Terra,MODIS,39,6.2,299.8,7.3,D,0
-22.8163,149.8563,326.1,1.2,1.1,1/11/2000,0017,Terra,MODIS,75,6.2,304.1,18.7,D,0
-22.0605,145.5092,340.6,2.4,1.5,1/11/2000,0017,Terra,MODIS,87,6.2,310.8,105.6,D,0
-22.0651,145.5329,369.7,2.4,1.5,1/11/2000,0017,Terra,MODIS,100,6.2,310,368.4,D,0
-22.9203,149.6208,335.1,1.3,1.1,1/11/2000,0017,Terra,MODIS,84,6.2,300.7,32.6,D,0
-22.1229,145.1355,332.9,2.6,1.5,1/11/2000,0017,Terra,MODIS,73,6.2,314.3,58.1,D,0
-22.9303,149.6189,342.4,1.3,1.1,1/11/2000,0017,Terra,MODIS,90,6.2,298.9,49.1,D,0
-22.9323,149.631,353.1,1.3,1.1,1/11/2000,0017,Terra,MODIS,96,6.2,304.5,79.3,D,0
-22.1319,145.1074,352.1,2.6,1.6,1/11/2000,0017,Terra,MODIS,95,6.2,314.1,191.6,D,0
-22.1367,145.1323,359.3,2.6,1.5,1/11/2000,0017,Terra,MODIS,99,6.2,314.8,263.9,D,0
-22.9443,149.6412,321.5,1.2,1.1,1/11/2000,0017,Terra,MODIS,32,6.2,300.3,10.6,D,0
-22.1457,145.1042,359.4,2.6,1.6,1/11/2000,0017,Terra,MODIS,99,6.2,313.6,265.5,D,0
-22.1505,145.1292,363.3,2.6,1.5,1/11/2000,0017,Terra,MODIS,100,6.2,311.9,309.4,D,0
-22.1272,145.1275,349,2.6,1.5,1/11/2000,0017,Terra,MODIS,93,6.2,315.7,167.3,D,0
-22.136,145.0995,349.2,2.6,1.6,1/11/2000,0017,Terra,MODIS,93,6.2,313.2,168.4,D,0
-22.141,145.1244,379.4,2.6,1.5,1/11/2000,0017,Terra,MODIS,100,6.2,316.4,533.4,D,0
-22.1548,145.1213,349.1,2.6,1.5,1/11/2000,0017,Terra,MODIS,93,6.2,310.4,171.4,D,0
-23.2273,150.3035,322.8,1.1,1.1,1/11/2000,0017,Terra,MODIS,67,6.2,302.1,11.8,D,0
-23.1836,149.9124,323.2,1.2,1.1,1/11/2000,0017,Terra,MODIS,48,6.2,300.2,11.9,D,0
-22.8141,147.6119,323.2,1.7,1.3,1/11/2000,0017,Terra,MODIS,63,6.2,305.2,20.7,D,0
-22.8171,147.628,323.6,1.7,1.3,1/11/2000,0017,Terra,MODIS,64,6.2,304.9,20.4,D,0
-22.6799,146.3932,325.3,2.1,1.4,1/11/2000,0018,Terra,MODIS,53,6.2,306.9,30.6,D,0
-22.6886,146.371,344.5,2.1,1.4,1/11/2000,0018,Terra,MODIS,90,6.2,307,108.1,D,0
-22.7187,146.3236,347.2,2.1,1.4,1/11/2000,0018,Terra,MODIS,92,6.2,304.9,132.2,D,0
-22.7187,146.3168,336.8,2.1,1.4,1/11/2000,0018,Terra,MODIS,84,6.2,304.9,81.1,D,0
-22.7225,146.3365,321.6,2.1,1.4,1/11/2000,0018,Terra,MODIS,57,6.2,303.4,27.3,D,0
-23.0302,146.8739,325.4,1.9,1.3,1/11/2000,0018,Terra,MODIS,68,6.2,308.9,21.1,D,0
-23.0223,146.8688,325.9,1.9,1.3,1/11/2000,0018,Terra,MODIS,69,6.2,308.7,22.9,D,0
-23.499,149.1555,341.9,1.3,1.1,1/11/2000,0018,Terra,MODIS,89,6.2,306.5,49.1,D,0
-23.789,150.655,322.9,1.1,1,1/11/2000,0018,Terra,MODIS,67,6.2,303.2,12.1,D,0
-23.7907,150.6657,334.3,1.1,1,1/11/2000,0018,Terra,MODIS,83,6.2,304.3,28.7,D,0
-23.7942,150.0012,325.3,1.2,1.1,1/11/2000,0018,Terra,MODIS,72,6.2,302.8,16.2,D,0
-23.8958,150.3838,320.5,1.1,1.1,1/11/2000,0018,Terra,MODIS,62,6.2,304.3,7,D,0
-23.9809,150.7602,320.9,1.1,1,1/11/2000,0018,Terra,MODIS,64,6.2,303.1,9.8,D,0
-23.9826,150.7708,319.2,1.1,1,1/11/2000,0018,Terra,MODIS,57,6.2,302.6,7.8,D,0
-24.0528,150.79,323.9,1.1,1,1/11/2000,0018,Terra,MODIS,70,6.2,303.2,11.2,D,0
-24.0621,150.7883,333,1.1,1,1/11/2000,0018,Terra,MODIS,82,6.2,303.8,23.5,D,0
-24.0654,150.8093,340,1.1,1,1/11/2000,0018,Terra,MODIS,88,6.2,304.4,35.4,D,0
-24.067,150.8198,325.9,1.1,1,1/11/2000,0018,Terra,MODIS,74,6.2,303.2,13.9,D,0
-24.0702,150.8019,331.4,1.1,1,1/11/2000,0018,Terra,MODIS,81,6.2,304.6,23.6,D,0
-24.0719,150.8124,326.9,1.1,1,1/11/2000,0018,Terra,MODIS,75,6.2,303.5,17.1,D,0
-23.9867,150.229,337.6,1.1,1.1,1/11/2000,0018,Terra,MODIS,86,6.2,306.8,31.5,D,0
-23.9885,150.2401,349.4,1.1,1.1,1/11/2000,0018,Terra,MODIS,94,6.2,307.6,57.4,D,0
-23.9999,150.2493,335.2,1.1,1.1,1/11/2000,0018,Terra,MODIS,84,6.2,307.7,26.5,D,0
-24.0017,150.2603,335.6,1.1,1.1,1/11/2000,0018,Terra,MODIS,85,6.2,309.8,27.3,D,0
-24.0112,150.2585,335.6,1.1,1.1,1/11/2000,0018,Terra,MODIS,85,6.2,305.9,27.9,D,0
-24.2811,151.8515,315.5,1,1,1/11/2000,0018,Terra,MODIS,41,6.2,299.5,6.7,D,0
-24.2826,151.8614,323.7,1,1,1/11/2000,0018,Terra,MODIS,72,6.2,299.9,14.6,D,0
-24.1313,150.7042,318.4,1.1,1,1/11/2000,0018,Terra,MODIS,49,6.2,302.9,6.1,D,0
-24.2673,151.5774,320.8,1,1,1/11/2000,0018,Terra,MODIS,17,6.2,303.2,7.3,D,0
-24.139,150.6918,321.1,1.1,1,1/11/2000,0018,Terra,MODIS,65,6.2,303.2,8.9,D,0
-24.2818,151.5583,317.7,1,1,1/11/2000,0018,Terra,MODIS,55,6.2,302.3,5.2,D,0
-24.0444,149.8985,324.4,1.2,1.1,1/11/2000,0018,Terra,MODIS,71,6.2,306.4,12.2,D,0
-23.8615,148.7584,334.6,1.4,1.2,1/11/2000,0018,Terra,MODIS,83,6.2,305.6,36.3,D,0
-23.8638,148.7715,345.9,1.4,1.2,1/11/2000,0018,Terra,MODIS,92,6.2,305.6,66.6,D,0
-24.2391,151.0437,319.3,1.1,1,1/11/2000,0018,Terra,MODIS,60,6.2,303.1,7,D,0
-24.3197,151.5619,319.5,1,1,1/11/2000,0018,Terra,MODIS,62,6.2,302.8,7.1,D,0
-24.3213,151.5719,318.6,1,1,1/11/2000,0018,Terra,MODIS,59,6.2,302.4,6.3,D,0
-24.2483,151.042,320.8,1.1,1,1/11/2000,0018,Terra,MODIS,64,6.2,303,8.9,D,0
-24.3699,151.7684,331.7,1,1,1/11/2000,0018,Terra,MODIS,82,6.2,303.8,21.6,D,0
-24.3715,151.7783,333.7,1,1,1/11/2000,0018,Terra,MODIS,84,6.2,301,24.2,D,0
-24.3347,151.4766,335.7,1,1,1/11/2000,0018,Terra,MODIS,85,6.2,303.9,28.1,D,0
-23.8846,147.5161,325,1.6,1.3,1/11/2000,0018,Terra,MODIS,69,6.2,304,23.8,D,0
-23.8874,147.5318,327.3,1.6,1.3,1/11/2000,0018,Terra,MODIS,73,6.2,303.9,29.3,D,0
-23.8856,147.5254,331.2,1.6,1.3,1/11/2000,0018,Terra,MODIS,79,6.2,304.3,40,D,0
-24.0453,148.1607,321.6,1.5,1.2,1/11/2000,0018,Terra,MODIS,63,6.2,303.5,16.3,D,0
-24.1224,148.1979,321,1.5,1.2,1/11/2000,0018,Terra,MODIS,62,6.2,303,16.3,D,0
-24.8858,151.951,326.3,1,1,1/11/2000,0018,Terra,MODIS,76,6.2,302.2,14.4,D,0
-24.84,151.4102,328.9,1,1,1/11/2000,0018,Terra,MODIS,78,6.2,302.1,19.9,D,0
-24.922,151.9488,322.1,1,1,1/11/2000,0018,Terra,MODIS,70,6.2,300.7,10.3,D,0
-25.0077,151.9068,341.1,1,1,1/11/2000,0018,Terra,MODIS,90,6.2,302.8,36.4,D,0
-25.0092,151.9167,323.3,1,1,1/11/2000,0018,Terra,MODIS,73,6.2,301.8,11.8,D,0
-24.9421,151.3539,324,1,1,1/11/2000,0018,Terra,MODIS,72,6.2,301.4,12.7,D,0
-24.8691,150.3658,320.8,1.1,1,1/11/2000,0018,Terra,MODIS,66,6.2,303.7,8,D,0
-25.2241,151.9984,317.1,1,1,1/11/2000,0018,Terra,MODIS,61,6.2,300.9,5.8,D,0
-25.2331,151.9968,316.7,1,1,1/11/2000,0018,Terra,MODIS,59,6.2,301.1,5.5,D,0
-25.3534,152.626,338.4,1,1,1/11/2000,0018,Terra,MODIS,88,6.2,296.8,33.9,D,0
-25.0233,150.1776,325.2,1.1,1.1,1/11/2000,0018,Terra,MODIS,75,6.2,306.6,11.6,D,0
-25.025,150.1886,322.6,1.1,1.1,1/11/2000,0018,Terra,MODIS,71,6.2,306.2,8,D,0
-25.0327,150.1758,340.2,1.1,1.1,1/11/2000,0018,Terra,MODIS,89,6.2,307.4,34.7,D,0
-25.0345,150.1868,341.1,1.1,1.1,1/11/2000,0018,Terra,MODIS,89,6.2,307.3,36.1,D,0
-25.127,150.3083,318.3,1.1,1,1/11/2000,0018,Terra,MODIS,62,6.2,303.2,6.4,D,0
-25.3642,151.8285,318.5,1,1,1/11/2000,0018,Terra,MODIS,65,6.2,300.5,8,D,0
-25.2577,151.072,319,1,1,1/11/2000,0018,Terra,MODIS,60,6.2,302.7,6.8,D,0
-25.1171,149.8032,322.7,1.1,1.1,1/11/2000,0018,Terra,MODIS,72,6.2,303,12.7,D,0
-25.5435,152.5442,316.7,1,1,1/11/2000,0018,Terra,MODIS,40,6.2,301.2,6.4,D,0
-25.2168,150.3522,337.7,1.1,1,1/11/2000,0018,Terra,MODIS,87,6.2,300.8,34.6,D,0
-25.2185,150.3629,322,1.1,1,1/11/2000,0018,Terra,MODIS,70,6.2,300,11.8,D,0
-25.4288,151.5236,317.8,1,1,1/11/2000,0018,Terra,MODIS,62,6.2,300.9,6.5,D,0
-25.3066,150.5545,317.3,1.1,1,1/11/2000,0018,Terra,MODIS,59,6.2,301.5,6.9,D,0
-25.3083,150.565,316.7,1.1,1,1/11/2000,0018,Terra,MODIS,57,6.2,301.6,6.2,D,0
-25.6877,152.7786,314.4,1,1,1/11/2000,0018,Terra,MODIS,56,6.2,293.4,8.7,D,0
-25.4883,150.9579,327.7,1,1,1/11/2000,0018,Terra,MODIS,78,6.2,302.7,16.7,D,0
-25.4974,150.9562,317.5,1,1,1/11/2000,0018,Terra,MODIS,59,6.2,300.9,5.1,D,0
-25.6917,150.5973,320.1,1.1,1,1/11/2000,0018,Terra,MODIS,68,6.2,301.6,9.3,D,0
-25.9455,150.5731,327.1,1.1,1,1/11/2000,0018,Terra,MODIS,79,6.2,302.8,15.7,D,0
-25.9471,150.5836,334.9,1.1,1,1/11/2000,0018,Terra,MODIS,86,6.2,302.5,27.5,D,0
-26.1193,151.7045,317.8,1,1,1/11/2000,0018,Terra,MODIS,65,6.2,301.1,7,D,0
-25.9514,150.5504,321.1,1.1,1,1/11/2000,0018,Terra,MODIS,71,6.2,302.9,9.4,D,0
-25.953,150.5609,317.9,1.1,1,1/11/2000,0018,Terra,MODIS,59,6.2,301.9,6.1,D,0
-26.2952,151.7117,314.1,1,1,1/11/2000,0018,Terra,MODIS,54,6.2,297.1,5,D,0
-24.8532,140.3743,324.3,4.8,2,1/11/2000,0018,Terra,MODIS,77,6.2,296.7,113,D,0
-27.4478,151.9133,329,1,1,1/11/2000,0019,Terra,MODIS,76,6.2,303.8,16.5,D,0
-27.5478,148.3325,321.5,1.3,1.1,1/11/2000,0019,Terra,MODIS,73,6.2,298.7,14.3,D,0
-27.56,148.3429,325.9,1.3,1.1,1/11/2000,0019,Terra,MODIS,78,6.2,298.5,19.8,D,0
-30.356,151.7422,316.8,1,1,1/11/2000,0019,Terra,MODIS,69,6.2,295.7,9,D,0
-30.5773,151.2968,313,1,1,1/11/2000,0019,Terra,MODIS,52,6.2,294.5,6.1,D,0
-30.5863,151.2951,325.7,1,1,1/11/2000,0019,Terra,MODIS,80,6.2,293.9,18.1,D,0
-30.7754,151.1438,342.8,1,1,1/11/2000,0019,Terra,MODIS,80,6.2,294.2,42.9,D,0
-31.7273,152.0351,306.6,1,1,1/11/2000,0020,Terra,MODIS,46,6.2,285.9,4.7,D,0
-31.554,147.0632,318.9,1.3,1.1,1/11/2000,0020,Terra,MODIS,73,6.2,296.2,12.6,D,0
-32.8238,151.7249,311,1,1,1/11/2000,0020,Terra,MODIS,43,6.2,298.2,6.9,D,0
-42.6353,147.3815,304.1,1,1,1/11/2000,0023,Terra,MODIS,33,6.2,280.9,6.3,D,0
-43.0075,146.8996,305.7,1,1,1/11/2000,0023,Terra,MODIS,62,6.2,283.6,6.5,D,0
-43.0093,146.9118,338.4,1,1,1/11/2000,0023,Terra,MODIS,91,6.2,284.8,40.7,D,0
-12.254,136.4101,328.3,1.9,1.4,1/11/2000,0153,Terra,MODIS,18,6.2,303.9,30.9,D,0
-12.2571,136.4031,332,1.9,1.4,1/11/2000,0153,Terra,MODIS,43,6.2,304.8,42.3,D,0
-12.2406,134.2524,335,1.4,1.2,1/11/2000,0153,Terra,MODIS,72,6.2,299.7,35.6,D,0
-12.2466,134.2457,336.6,1.4,1.2,1/11/2000,0153,Terra,MODIS,76,6.2,302.9,35,D,0
-12.2483,134.2582,331.2,1.4,1.2,1/11/2000,0153,Terra,MODIS,49,6.2,298.8,26,D,0
-12.2757,132.9447,328,1.1,1.1,1/11/2000,0153,Terra,MODIS,44,6.2,305.1,18.5,D,0
-12.7627,136.3999,328.6,2,1.4,1/11/2000,0153,Terra,MODIS,76,6.2,292.9,45.7,D,0
-12.775,136.3983,349,2,1.4,1/11/2000,0153,Terra,MODIS,94,6.2,295.4,136.9,D,0
-12.7775,136.3915,322.1,2,1.4,1/11/2000,0153,Terra,MODIS,26,6.2,294.6,26.9,D,0
-12.6346,134.4138,326.6,1.4,1.2,1/11/2000,0153,Terra,MODIS,59,6.2,296.6,23.1,D,0
-12.9942,135.8756,321.1,1.8,1.3,1/11/2000,0153,Terra,MODIS,41,6.2,299.1,19.3,D,0
-12.7505,131.0348,330,1,1,1/11/2000,0153,Terra,MODIS,33,6.2,304.5,10.8,D,0
-13.2402,130.4183,332.1,1,1,1/11/2000,0153,Terra,MODIS,57,6.2,311.3,12.8,D,0
-13.4242,131.503,337.3,1,1,1/11/2000,0153,Terra,MODIS,60,6.2,311.7,15.7,D,0
-14.049,134.4025,322.2,1.5,1.2,1/11/2000,0154,Terra,MODIS,46,6.2,301.6,10.3,D,0
-14.8549,134.4387,330.5,1.5,1.2,1/11/2000,0154,Terra,MODIS,73,6.2,302.9,24.7,D,0
-14.8002,131.8745,343.3,1.1,1,1/11/2000,0154,Terra,MODIS,88,6.2,307.1,36.4,D,0
-14.8096,131.8732,358,1.1,1,1/11/2000,0154,Terra,MODIS,98,6.2,309.7,70,D,0
-14.811,131.8833,330.1,1.1,1,1/11/2000,0154,Terra,MODIS,44,6.2,305.2,12.9,D,0
-14.6171,127.6082,335.3,1.2,1.1,1/11/2000,0154,Terra,MODIS,77,6.2,309.3,18.4,D,0
-15.0851,128.8398,334.7,1,1,1/11/2000,0154,Terra,MODIS,39,6.2,312.8,12.2,D,0
-15.7213,130.7814,358.5,1,1,1/11/2000,0154,Terra,MODIS,99,6.2,310.5,62.1,D,0
-15.7226,130.7909,331.8,1,1,1/11/2000,0154,Terra,MODIS,39,6.2,307.8,9.8,D,0
-15.6565,129.9502,341.2,1,1,1/11/2000,0154,Terra,MODIS,83,6.2,309.6,25.3,D,0
-15.8717,129.044,337.8,1,1,1/11/2000,0154,Terra,MODIS,49,6.2,315.9,16.1,D,0
-15.8807,129.0426,338.7,1,1,1/11/2000,0154,Terra,MODIS,65,6.2,315.6,16.3,D,0
-17.9175,140.1526,331.2,4.5,2,1/11/2000,0154,Terra,MODIS,78,6.2,301.7,141.6,D,0
-17.9352,140.151,336.2,4.5,2,1/11/2000,0154,Terra,MODIS,83,6.2,300.9,205.6,D,0
-17.9393,140.1938,322.9,4.5,2,1/11/2000,0154,Terra,MODIS,50,6.2,301.3,63.5,D,0
-16.4766,128.3603,333.7,1,1,1/11/2000,0154,Terra,MODIS,53,6.2,312.5,14.7,D,0
-16.4887,128.3779,333,1,1,1/11/2000,0154,Terra,MODIS,66,6.2,314.5,13.7,D,0
-17.9174,140.1458,328.7,4.5,2,1/11/2000,0154,Terra,MODIS,74,6.2,301.5,118.3,D,0
-17.9213,140.1887,323.6,4.5,2,1/11/2000,0154,Terra,MODIS,63,6.2,302.2,71.5,D,0
-17.9351,140.1441,333.6,4.5,2,1/11/2000,0154,Terra,MODIS,81,6.2,300.9,172.8,D,0
-17.939,140.187,326.9,4.5,2,1/11/2000,0154,Terra,MODIS,71,6.2,301.3,102.9,D,0
-16.8056,128.3971,333.3,1,1,1/11/2000,0155,Terra,MODIS,65,6.2,315.7,11,D,0
-16.8088,128.357,337.2,1,1,1/11/2000,0155,Terra,MODIS,44,6.2,317.5,15.6,D,0
-16.8132,128.386,337.8,1,1,1/11/2000,0155,Terra,MODIS,69,6.2,317.4,16.8,D,0
-16.8147,128.3957,350.5,1,1,1/11/2000,0155,Terra,MODIS,93,6.2,316.6,42.5,D,0
-17.29,130.4313,340.1,1,1,1/11/2000,0155,Terra,MODIS,81,6.2,315.7,21.2,D,0
-17.2913,130.4409,335.8,1,1,1/11/2000,0155,Terra,MODIS,57,6.2,314.8,13.8,D,0
-17.2745,130.2585,348.9,1,1,1/11/2000,0155,Terra,MODIS,91,6.2,318.4,36.9,D,0
-17.2758,130.268,338.8,1,1,1/11/2000,0155,Terra,MODIS,58,6.2,319.6,15.7,D,0
-17.2963,130.4108,337.2,1,1,1/11/2000,0155,Terra,MODIS,76,6.2,315.8,16.4,D,0
-17.2977,130.4204,353.6,1,1,1/11/2000,0155,Terra,MODIS,95,6.2,318.4,49.1,D,0
-17.299,130.4299,365.6,1,1,1/11/2000,0155,Terra,MODIS,100,6.2,320.7,80.2,D,0
-17.3004,130.4395,352.9,1,1,1/11/2000,0155,Terra,MODIS,94,6.2,317.2,44.8,D,0
-17.304,130.3999,365.7,1,1,1/11/2000,0155,Terra,MODIS,100,6.2,316.9,79.7,D,0
-17.3054,130.4095,359.7,1,1,1/11/2000,0155,Terra,MODIS,99,6.2,318.5,63.9,D,0
-17.3081,130.4286,347.6,1,1,1/11/2000,0155,Terra,MODIS,90,6.2,316.9,31.9,D,0
-17.3095,130.4382,352.1,1,1,1/11/2000,0155,Terra,MODIS,94,6.2,317.7,41.2,D,0
-18.5028,140.462,322.7,4.8,2,1/11/2000,0155,Terra,MODIS,44,6.2,300.3,58.5,D,0
-17.3167,130.4306,344,1,1,1/11/2000,0155,Terra,MODIS,86,6.2,318.3,24.4,D,0
-17.3181,130.4402,336.1,1,1,1/11/2000,0155,Terra,MODIS,73,6.2,317.9,11.4,D,0
-17.3177,130.3718,345.1,1,1,1/11/2000,0155,Terra,MODIS,58,6.2,320.2,23.1,D,0
-17.3078,130.2372,342.2,1,1,1/11/2000,0155,Terra,MODIS,57,6.2,321.8,21.5,D,0
-17.3268,130.3705,351,1,1,1/11/2000,0155,Terra,MODIS,93,6.2,319.7,38,D,0
-16.6534,125.9474,333.6,1.3,1.2,1/11/2000,0155,Terra,MODIS,71,6.2,308.6,21.6,D,0
-17.3454,130.4361,335.5,1,1,1/11/2000,0155,Terra,MODIS,72,6.2,318.9,10.3,D,0
-17.3467,130.4456,343.8,1,1,1/11/2000,0155,Terra,MODIS,85,6.2,317.6,24.2,D,0
-17.3572,130.4539,332.4,1,1,1/11/2000,0155,Terra,MODIS,29,6.2,316.7,5.3,D,0
-17.4269,130.4276,337,1,1,1/11/2000,0155,Terra,MODIS,50,6.2,318.3,15,D,0
-18.657,140.3898,327.4,4.8,2,1/11/2000,0155,Terra,MODIS,70,6.2,300.6,113.3,D,0
-18.6751,140.3882,327.8,4.8,2,1/11/2000,0155,Terra,MODIS,71,6.2,300.4,115.3,D,0
-18.6549,140.3829,324.7,4.8,2,1/11/2000,0155,Terra,MODIS,64,6.2,300.6,86.2,D,0
-18.673,140.3812,326.7,4.8,2,1/11/2000,0155,Terra,MODIS,69,6.2,300.6,102.2,D,0
-18.677,140.4267,322,4.8,2,1/11/2000,0155,Terra,MODIS,15,6.2,299.7,53.2,D,0
-18.7872,139.6754,324.2,4.3,1.9,1/11/2000,0155,Terra,MODIS,62,6.2,298.7,70.8,D,0
-17.6746,130.1663,332.4,1,1,1/11/2000,0155,Terra,MODIS,52,6.2,317.1,10.9,D,0
-18.7893,139.668,327.4,4.3,1.9,1/11/2000,0155,Terra,MODIS,71,6.2,298.9,101.9,D,0
-17.6914,130.154,340.4,1,1,1/11/2000,0155,Terra,MODIS,80,6.2,319.4,21.6,D,0
