latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-17.6383,144.9169,330,1.1,1,4/11/2000,0047,Terra,MODIS,74,6.2,313,12.5,D,0
-17.7192,145.4408,326.5,1,1,4/11/2000,0047,Terra,MODIS,59,6.2,306.6,11.2,D,0
-17.6811,145.0109,332.8,1,1,4/11/2000,0047,Terra,MODIS,38,6.2,312,13.8,D,0
-17.6812,144.9505,334.2,1.1,1,4/11/2000,0047,Terra,MODIS,80,6.2,312,19.7,D,0
-17.6827,144.9604,329.4,1.1,1,4/11/2000,0047,Terra,MODIS,49,6.2,312.7,11,D,0
-17.6843,144.9702,343.9,1,1,4/11/2000,0047,Terra,MODIS,89,6.2,312.5,33.6,D,0
-17.6858,144.98,337.9,1,1,4/11/2000,0047,Terra,MODIS,55,6.2,313.2,20.3,D,0
-17.6873,144.9898,337.9,1,1,4/11/2000,0047,Terra,MODIS,73,6.2,312.7,21.2,D,0
-17.6566,144.7306,331.8,1.1,1,4/11/2000,0047,Terra,MODIS,77,6.2,315.5,12,D,0
-17.6904,144.949,337.9,1.1,1,4/11/2000,0047,Terra,MODIS,84,6.2,309.2,25.9,D,0
-17.6919,144.9588,344.7,1.1,1,4/11/2000,0047,Terra,MODIS,90,6.2,311,37.6,D,0
-17.6934,144.9687,360.1,1,1,4/11/2000,0047,Terra,MODIS,100,6.2,311.2,74.8,D,0
-17.6965,144.9883,336.2,1,1,4/11/2000,0047,Terra,MODIS,61,6.2,311,21.8,D,0
-17.7056,144.9867,338.6,1,1,4/11/2000,0047,Terra,MODIS,85,6.2,307.4,28.3,D,0
-17.7942,145.5069,323.5,1,1,4/11/2000,0047,Terra,MODIS,31,6.2,306.4,9.3,D,0
-17.7128,144.6219,334.8,1.1,1,4/11/2000,0047,Terra,MODIS,69,6.2,314,16.8,D,0
-17.722,144.6204,351,1.1,1,4/11/2000,0047,Terra,MODIS,94,6.2,313.6,48.9,D,0
-17.7236,144.6305,333.2,1.1,1,4/11/2000,0047,Terra,MODIS,78,6.2,315.8,13.7,D,0
-17.833,145.2781,337.6,1,1,4/11/2000,0047,Terra,MODIS,84,6.2,312.8,22,D,0
-17.8421,145.2766,339,1,1,4/11/2000,0047,Terra,MODIS,85,6.2,311.1,24.8,D,0
-17.7961,144.915,333.5,1.1,1,4/11/2000,0047,Terra,MODIS,79,6.2,310.8,18.4,D,0
-17.7976,144.9249,325.9,1.1,1,4/11/2000,0047,Terra,MODIS,42,6.2,309.7,8.8,D,0
-17.8083,144.9332,350.5,1.1,1,4/11/2000,0047,Terra,MODIS,94,6.2,311.4,51.4,D,0
-17.8514,145.2156,330.1,1,1,4/11/2000,0047,Terra,MODIS,74,6.2,312.3,14.1,D,0
-17.8762,145.3793,328.5,1,1,4/11/2000,0047,Terra,MODIS,71,6.2,312.5,9.9,D,0
-17.8192,144.8341,339.7,1.1,1,4/11/2000,0047,Terra,MODIS,77,6.2,313.9,22.8,D,0
-17.7909,144.5927,341.1,1.1,1,4/11/2000,0047,Terra,MODIS,82,6.2,314.4,26.7,D,0
-17.8284,144.8326,363.5,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,315.7,80.4,D,0
-17.8376,144.8311,336.4,1.1,1,4/11/2000,0047,Terra,MODIS,77,6.2,313.3,16.8,D,0
-17.8713,144.9268,327.9,1,1,4/11/2000,0047,Terra,MODIS,37,6.2,312.3,10,D,0
-17.8467,144.6455,338.6,1.1,1,4/11/2000,0047,Terra,MODIS,85,6.2,312.9,24,D,0
-17.8325,144.4919,332.2,1.1,1,4/11/2000,0047,Terra,MODIS,69,6.2,312.6,12.4,D,0
-17.8341,144.5021,333.8,1.1,1,4/11/2000,0047,Terra,MODIS,77,6.2,314.5,14.2,D,0
-17.856,144.644,336.6,1.1,1,4/11/2000,0047,Terra,MODIS,82,6.2,311.7,20.7,D,0
-17.8434,144.5005,338.5,1.1,1,4/11/2000,0047,Terra,MODIS,80,6.2,313.6,20.5,D,0
-17.55,142.6104,330.6,1.4,1.2,4/11/2000,0047,Terra,MODIS,62,6.2,308.6,20.1,D,0
-17.5521,142.6232,326,1.4,1.2,4/11/2000,0047,Terra,MODIS,43,6.2,307,12.1,D,0
-17.9111,144.8328,338.8,1.1,1,4/11/2000,0047,Terra,MODIS,75,6.2,313.4,21.1,D,0
-17.9188,144.8214,336.8,1.1,1,4/11/2000,0047,Terra,MODIS,71,6.2,311.9,19.9,D,0
-17.9203,144.8313,348.6,1.1,1,4/11/2000,0047,Terra,MODIS,93,6.2,314.9,41.9,D,0
-17.8778,144.4986,332.2,1.1,1,4/11/2000,0047,Terra,MODIS,72,6.2,312.3,12.3,D,0
-17.8794,144.5088,331.5,1.1,1,4/11/2000,0047,Terra,MODIS,66,6.2,313.2,10.8,D,0
-17.928,144.8198,352.2,1.1,1,4/11/2000,0047,Terra,MODIS,95,6.2,309,50.4,D,0
-17.9295,144.8297,396.5,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,319.9,229.1,D,0
-17.9387,144.8282,365.7,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,309.7,88.5,D,0
-17.9449,144.8068,336.7,1.1,1,4/11/2000,0047,Terra,MODIS,83,6.2,310.6,22.4,D,0
-17.9872,145.0815,331.8,1,1,4/11/2000,0047,Terra,MODIS,51,6.2,313.4,10,D,0
-17.9726,144.7411,326.6,1.1,1,4/11/2000,0047,Terra,MODIS,46,6.2,306.1,9.2,D,0
-17.9741,144.7511,349.2,1.1,1,4/11/2000,0047,Terra,MODIS,93,6.2,307,49.1,D,0
-17.9756,144.7611,367.3,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,311.7,101.8,D,0
-17.9771,144.771,321.8,1.1,1,4/11/2000,0047,Terra,MODIS,33,6.2,305,5.1,D,0
-18.0311,145.1241,344.7,1,1,4/11/2000,0047,Terra,MODIS,90,6.2,316.2,28.5,D,0
-18.0326,145.1338,372.8,1,1,4/11/2000,0047,Terra,MODIS,100,6.2,318.2,106.7,D,0
-17.9785,144.7341,336.2,1.1,1,4/11/2000,0047,Terra,MODIS,79,6.2,307,21,D,0
-17.9801,144.7441,338.3,1.1,1,4/11/2000,0047,Terra,MODIS,84,6.2,304.1,23.9,D,0
-17.9816,144.7541,385.6,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,312.1,173.3,D,0
-17.9832,144.764,382.4,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,312.3,158,D,0
-17.9863,144.7838,328.9,1.1,1,4/11/2000,0047,Terra,MODIS,64,6.2,306.3,10.3,D,0
-17.9877,144.7326,343.9,1.1,1,4/11/2000,0047,Terra,MODIS,89,6.2,306.7,35.5,D,0
-17.9893,144.7426,342.4,1.1,1,4/11/2000,0047,Terra,MODIS,88,6.2,300,32.1,D,0
-17.9909,144.7525,346.1,1.1,1,4/11/2000,0047,Terra,MODIS,91,6.2,302,39.1,D,0
-17.9924,144.7625,341.2,1.1,1,4/11/2000,0047,Terra,MODIS,72,6.2,304.8,29.1,D,0
-17.994,144.7724,351.8,1.1,1,4/11/2000,0047,Terra,MODIS,95,6.2,308.2,52.8,D,0
-17.9955,144.7823,355.8,1.1,1,4/11/2000,0047,Terra,MODIS,97,6.2,307.5,62.9,D,0
-18.0001,144.812,330.2,1.1,1,4/11/2000,0047,Terra,MODIS,53,6.2,309.2,13.8,D,0
-18.0094,144.8713,340.2,1.1,1,4/11/2000,0047,Terra,MODIS,86,6.2,310.7,29.8,D,0
-18.0109,144.8811,329.2,1.1,1,4/11/2000,0047,Terra,MODIS,73,6.2,310.5,13.3,D,0
-18.0517,145.1445,337.5,1,1,4/11/2000,0047,Terra,MODIS,76,6.2,316.1,20.3,D,0
-17.9939,144.7112,333.3,1.1,1,4/11/2000,0047,Terra,MODIS,79,6.2,310.7,15.8,D,0
-17.997,144.7311,359.5,1.1,1,4/11/2000,0047,Terra,MODIS,99,6.2,305.8,75.4,D,0
-18.0001,144.751,390.9,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,305.4,205.7,D,0
-18.0016,144.761,414.5,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,315.4,367,D,0
-18.0032,144.7709,389.5,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,312.4,197.4,D,0
-18.0047,144.7808,402.1,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,312.3,271.9,D,0
-18.0063,144.7907,344.3,1.1,1,4/11/2000,0047,Terra,MODIS,90,6.2,306.4,37.7,D,0
-18.0078,144.8006,338.6,1.1,1,4/11/2000,0047,Terra,MODIS,85,6.2,305.5,27.4,D,0
-18.0031,144.7097,362.6,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,310.8,82.1,D,0
-18.0047,144.7196,367.5,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,307.7,97.7,D,0
-18.0062,144.7296,352.7,1.1,1,4/11/2000,0047,Terra,MODIS,95,6.2,305.2,59.2,D,0
-18.0109,144.7595,405.8,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,308.2,301.8,D,0
-18.0124,144.7694,422.1,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,312.2,437.3,D,0
-18.0139,144.7793,410,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,311,332.6,D,0
-18.0155,144.7892,362.8,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,307.5,87.4,D,0
-18.1168,145.449,333.3,1,1,4/11/2000,0047,Terra,MODIS,60,6.2,310.6,16.8,D,0
-18.0092,144.6881,330.6,1.1,1,4/11/2000,0047,Terra,MODIS,50,6.2,306.5,14.4,D,0
-18.0108,144.6981,334.5,1.1,1,4/11/2000,0047,Terra,MODIS,69,6.2,306.6,21.6,D,0
-18.0123,144.7081,334.1,1.1,1,4/11/2000,0047,Terra,MODIS,60,6.2,304.9,21.8,D,0
-18.0139,144.7181,352.1,1.1,1,4/11/2000,0047,Terra,MODIS,95,6.2,303.1,57.5,D,0
-18.0154,144.728,406.8,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,312,311,D,0
-18.017,144.738,358.9,1.1,1,4/11/2000,0047,Terra,MODIS,99,6.2,301.9,78.8,D,0
-18.0231,144.7778,323.8,1.1,1,4/11/2000,0047,Terra,MODIS,58,6.2,299.4,13.5,D,0
-18.0247,144.7877,348.2,1.1,1,4/11/2000,0047,Terra,MODIS,93,6.2,302.9,51.9,D,0
-18.0122,144.6465,335.1,1.1,1,4/11/2000,0047,Terra,MODIS,70,6.2,310.4,18.4,D,0
-18.0138,144.6565,357.3,1.1,1,4/11/2000,0047,Terra,MODIS,98,6.2,311.1,67.5,D,0
-18.0154,144.6665,333.7,1.1,1,4/11/2000,0047,Terra,MODIS,63,6.2,307.1,19.3,D,0
-18.0185,144.6865,327.1,1.1,1,4/11/2000,0047,Terra,MODIS,32,6.2,304.5,12.2,D,0
-18.02,144.6965,331.6,1.1,1,4/11/2000,0047,Terra,MODIS,72,6.2,304.1,19.8,D,0
-18.0216,144.7065,334.1,1.1,1,4/11/2000,0047,Terra,MODIS,80,6.2,304.1,24.4,D,0
-18.0231,144.7165,327.6,1.1,1,4/11/2000,0047,Terra,MODIS,54,6.2,301.4,15.6,D,0
-18.0199,144.6349,378.5,1.1,1,4/11/2000,0047,Terra,MODIS,100,6.2,311.7,142.6,D,0
-18.0215,144.6449,352.8,1.1,1,4/11/2000,0047,Terra,MODIS,95,6.2,309,56.2,D,0
-18.023,144.655,331,1.1,1,4/11/2000,0047,Terra,MODIS,43,6.2,307.2,15.7,D,0
-18.0994,144.9671,343.7,1,1,4/11/2000,0047,Terra,MODIS,89,6.2,312.9,34.5,D,0
-18.1009,144.9769,338.3,1,1,4/11/2000,0047,Terra,MODIS,80,6.2,315,23.1,D,0
-18.1073,144.9693,341.1,1,1,4/11/2000,0047,Terra,MODIS,87,6.2,310.5,29.2,D,0
-18.1088,144.9791,338.5,1,1,4/11/2000,0047,Terra,MODIS,85,6.2,313.4,24.1,D,0
-18.1574,145.0511,334.7,1,1,4/11/2000,0047,Terra,MODIS,67,6.2,311,18.4,D,0
-18.2063,145.3103,332,1,1,4/11/2000,0047,Terra,MODIS,71,6.2,315.3,11.6,D,0
-18.1774,144.9979,334.1,1,1,4/11/2000,0047,Terra,MODIS,43,6.2,313,16.8,D,0
-18.2361,145.3839,343.5,1,1,4/11/2000,0047,Terra,MODIS,89,6.2,312.1,32.6,D,0
-18.2375,145.3935,338.1,1,1,4/11/2000,0047,Terra,MODIS,85,6.2,310.6,24.9,D,0
-18.2451,145.3825,347.8,1,1,4/11/2000,0047,Terra,MODIS,93,6.2,310.5,41.2,D,0
-17.7652,142.2768,355.8,1.4,1.2,4/11/2000,0047,Terra,MODIS,97,6.2,306.4,104,D,0
-18.2542,145.3811,335.6,1,1,4/11/2000,0047,Terra,MODIS,63,6.2,309.2,19.4,D,0
-17.7586,142.2719,325,1.4,1.2,4/11/2000,0047,Terra,MODIS,54,6.2,305.9,15.2,D,0
-17.7692,142.2699,344.2,1.4,1.2,4/11/2000,0047,Terra,MODIS,89,6.2,303.8,62.2,D,0
-17.7714,142.2833,333.5,1.4,1.2,4/11/2000,0047,Terra,MODIS,77,6.2,304,33.3,D,0
-18.3173,145.6182,331.7,1,1,4/11/2000,0047,Terra,MODIS,69,6.2,308.3,15.7,D,0
-18.3263,145.6168,331.3,1,1,4/11/2000,0047,Terra,MODIS,66,6.2,309.4,14.8,D,0
-18.3382,145.6344,339.4,1,1,4/11/2000,0047,Terra,MODIS,85,6.2,307.2,30.3,D,0
-18.2968,145.2993,346.7,1,1,4/11/2000,0047,Terra,MODIS,92,6.2,314.6,32.9,D,0
-18.3472,145.633,338.1,1,1,4/11/2000,0047,Terra,MODIS,81,6.2,304.8,28.1,D,0
-18.3045,145.2883,351.8,1,1,4/11/2000,0047,Terra,MODIS,95,6.2,312.7,46.7,D,0
-18.3095,145.1987,333,1,1,4/11/2000,0047,Terra,MODIS,79,6.2,314.3,16,D,0
-18.3109,145.2084,366.7,1,1,4/11/2000,0047,Terra,MODIS,100,6.2,316.3,92.2,D,0
-18.3124,145.218,344.8,1,1,4/11/2000,0047,Terra,MODIS,90,6.2,312.7,35.2,D,0
-18.3139,145.2276,337,1,1,4/11/2000,0047,Terra,MODIS,84,6.2,312.3,22.1,D,0
-18.3955,145.7702,325.9,1,1,4/11/2000,0047,Terra,MODIS,61,6.2,302.7,14.4,D,0
-18.336,145.3127,346.9,1,1,4/11/2000,0047,Terra,MODIS,92,6.2,311.9,38.5,D,0
-18.3375,145.3222,338.9,1,1,4/11/2000,0047,Terra,MODIS,73,6.2,308.1,23.4,D,0
-18.389,145.665,328.1,1,1,4/11/2000,0047,Terra,MODIS,65,6.2,304.4,16.9,D,0
-18.4095,145.7421,325.6,1,1,4/11/2000,0047,Terra,MODIS,67,6.2,306.6,16.2,D,0
-18.3597,145.3513,332.3,1,1,4/11/2000,0047,Terra,MODIS,55,6.2,311.2,14.2,D,0
-18.3611,145.3608,327.5,1,1,4/11/2000,0047,Terra,MODIS,45,6.2,309.5,9,D,0
-18.3763,145.3387,330.9,1,1,4/11/2000,0047,Terra,MODIS,64,6.2,309.7,15.3,D,0
-18.4224,145.6435,332.3,1,1,4/11/2000,0047,Terra,MODIS,78,6.2,305.7,21.2,D,0
-18.4471,145.5617,327.4,1,1,4/11/2000,0047,Terra,MODIS,20,6.2,309.1,9.7,D,0
-18.262,144.0737,333.4,1.1,1.1,4/11/2000,0047,Terra,MODIS,63,6.2,310.1,15.7,D,0
-18.3894,144.884,339.8,1,1,4/11/2000,0047,Terra,MODIS,86,6.2,315.3,23.5,D,0
-18.3986,144.8825,340.2,1,1,4/11/2000,0047,Terra,MODIS,86,6.2,314.2,23.9,D,0
-18.2809,144.0705,331.5,1.1,1.1,4/11/2000,0047,Terra,MODIS,37,6.2,310.3,11.8,D,0
-18.2876,144.1125,338.7,1.1,1.1,4/11/2000,0047,Terra,MODIS,79,6.2,311.8,23.3,D,0
-18.2892,144.1229,338.3,1.1,1.1,4/11/2000,0047,Terra,MODIS,83,6.2,311.1,23.6,D,0
-18.297,144.1109,359,1.1,1.1,4/11/2000,0047,Terra,MODIS,99,6.2,310.5,73.7,D,0
-18.2987,144.1213,333.5,1.1,1.1,4/11/2000,0047,Terra,MODIS,64,6.2,308.5,16.2,D,0
-18.4485,145.0242,348,1,1,4/11/2000,0047,Terra,MODIS,92,6.2,313.7,39.8,D,0
-18.4809,145.2368,327.6,1,1,4/11/2000,0047,Terra,MODIS,66,6.2,308.3,12.8,D,0
-18.1149,142.7241,327.6,1.3,1.1,4/11/2000,0047,Terra,MODIS,51,6.2,307.7,9.9,D,0
-18.455,144.883,333.8,1,1,4/11/2000,0047,Terra,MODIS,58,6.2,313.3,14.7,D,0
-18.5499,145.5098,329.1,1,1,4/11/2000,0047,Terra,MODIS,66,6.2,310.6,11.5,D,0
-18.4614,144.8755,342.4,1,1,4/11/2000,0047,Terra,MODIS,88,6.2,312.3,31.8,D,0
-18.463,144.8853,351.4,1,1,4/11/2000,0047,Terra,MODIS,95,6.2,314,50.5,D,0
-18.5576,145.5021,331.9,1,1,4/11/2000,0047,Terra,MODIS,77,6.2,308.1,15.7,D,0
-18.559,145.5116,330.8,1,1,4/11/2000,0047,Terra,MODIS,75,6.2,310.6,13.5,D,0
-18.5871,145.5752,326.6,1,1,4/11/2000,0047,Terra,MODIS,49,6.2,306.6,9.6,D,0
-18.5914,145.6037,331.1,1,1,4/11/2000,0047,Terra,MODIS,72,6.2,309.6,15.4,D,0
-18.1463,142.7374,330.3,1.3,1.1,4/11/2000,0047,Terra,MODIS,71,6.2,308.2,17,D,0
-18.6298,145.6751,329.2,1,1,4/11/2000,0047,Terra,MODIS,52,6.2,308.2,13.9,D,0
-18.6331,145.4507,325,1,1,4/11/2000,0047,Terra,MODIS,44,6.2,307.8,9.3,D,0
-18.6345,145.4603,332.8,1,1,4/11/2000,0047,Terra,MODIS,78,6.2,309.5,18.4,D,0
-18.6644,145.6599,324.8,1,1,4/11/2000,0047,Terra,MODIS,23,6.2,306.6,9.3,D,0
-18.6728,145.7167,328.6,1,1,4/11/2000,0047,Terra,MODIS,65,6.2,306.7,12.5,D,0
-18.6014,145.1848,338.3,1,1,4/11/2000,0047,Terra,MODIS,84,6.2,307.2,27,D,0
-18.6423,145.453,344.5,1,1,4/11/2000,0047,Terra,MODIS,90,6.2,308.5,39.3,D,0
-18.6437,145.4625,344.5,1,1,4/11/2000,0047,Terra,MODIS,90,6.2,309.5,38.3,D,0
-18.2884,143.1618,333.1,1.2,1.1,4/11/2000,0047,Terra,MODIS,72,6.2,312.8,16.2,D,0
-18.6528,145.461,325.3,1,1,4/11/2000,0047,Terra,MODIS,54,6.2,305.6,10.7,D,0
-18.2964,143.1484,335.7,1.2,1.1,4/11/2000,0047,Terra,MODIS,80,6.2,313.2,21.6,D,0
-18.2983,143.1601,336.2,1.2,1.1,4/11/2000,0047,Terra,MODIS,80,6.2,312.1,21.6,D,0
-18.3002,143.1717,333.6,1.2,1.1,4/11/2000,0047,Terra,MODIS,76,6.2,312,16.5,D,0
-18.698,145.6386,324.6,1,1,4/11/2000,0047,Terra,MODIS,31,6.2,306.6,9.1,D,0
-18.7132,145.6167,340,1,1,4/11/2000,0047,Terra,MODIS,86,6.2,309.7,27.3,D,0
-18.4388,143.7805,330.5,1.1,1.1,4/11/2000,0047,Terra,MODIS,68,6.2,305.9,19.3,D,0
-18.7978,145.9998,348.1,1,1,4/11/2000,0047,Terra,MODIS,93,6.2,309.2,45.4,D,0
-18.7992,146.0093,330.1,1,1,4/11/2000,0047,Terra,MODIS,75,6.2,306.9,15.6,D,0
-18.4641,143.7539,332.3,1.1,1.1,4/11/2000,0047,Terra,MODIS,74,6.2,306.5,21.4,D,0
-18.4665,143.7468,334.4,1.1,1.1,4/11/2000,0047,Terra,MODIS,78,6.2,305.2,24.7,D,0
-18.4683,143.7577,328,1.1,1.1,4/11/2000,0047,Terra,MODIS,61,6.2,305.5,14.1,D,0
-18.4761,143.7451,336.3,1.1,1.1,4/11/2000,0047,Terra,MODIS,81,6.2,303.9,28.6,D,0
-18.4857,143.7435,334.5,1.1,1.1,4/11/2000,0047,Terra,MODIS,78,6.2,303.1,25.1,D,0
-18.7177,145.0998,332.4,1,1,4/11/2000,0047,Terra,MODIS,66,6.2,310.9,15.7,D,0
-18.7192,145.1095,331.3,1,1,4/11/2000,0047,Terra,MODIS,66,6.2,308.8,15.6,D,0
-18.4575,143.3846,337.7,1.2,1.1,4/11/2000,0047,Terra,MODIS,82,6.2,310.4,25.4,D,0
-18.4593,143.3959,340.2,1.2,1.1,4/11/2000,0047,Terra,MODIS,83,6.2,309.8,32.9,D,0
-18.7488,145.2429,330.5,1,1,4/11/2000,0047,Terra,MODIS,64,6.2,307.4,14.5,D,0
-18.4673,143.3829,337.4,1.2,1.1,4/11/2000,0047,Terra,MODIS,80,6.2,309.4,26.3,D,0
-18.4691,143.3941,337.8,1.2,1.1,4/11/2000,0047,Terra,MODIS,79,6.2,308.4,28.2,D,0
-18.7359,145.0968,326.7,1,1,4/11/2000,0047,Terra,MODIS,43,6.2,307.3,10,D,0
-18.1336,141.2391,332,1.6,1.3,4/11/2000,0047,Terra,MODIS,68,6.2,307.5,26.3,D,0
-18.8001,145.2184,327.1,1,1,4/11/2000,0047,Terra,MODIS,68,6.2,309.1,10.9,D,0
-18.611,143.8268,324.7,1.1,1.1,4/11/2000,0047,Terra,MODIS,40,6.2,307.3,11.1,D,0
-18.6188,143.8145,337.3,1.1,1.1,4/11/2000,0047,Terra,MODIS,82,6.2,307.6,30,D,0
-18.6273,143.8679,324.3,1.1,1.1,4/11/2000,0047,Terra,MODIS,53,6.2,305.6,11.5,D,0
-18.6215,143.7698,327.8,1.1,1.1,4/11/2000,0047,Terra,MODIS,49,6.2,306.9,15.4,D,0
-18.6283,143.8128,343.7,1.1,1.1,4/11/2000,0047,Terra,MODIS,89,6.2,305.2,42.2,D,0
-18.6317,143.8341,330.6,1.1,1.1,4/11/2000,0047,Terra,MODIS,71,6.2,306.3,17.6,D,0
-18.6334,143.8448,329.2,1.1,1.1,4/11/2000,0047,Terra,MODIS,57,6.2,306.4,15.7,D,0
-18.6327,143.7789,325.9,1.1,1.1,4/11/2000,0047,Terra,MODIS,13,6.2,307.2,11.7,D,0
-18.6676,143.7881,331.3,1.1,1.1,4/11/2000,0047,Terra,MODIS,75,6.2,306.6,21.4,D,0
-18.6778,143.8519,326.2,1.1,1.1,4/11/2000,0047,Terra,MODIS,65,6.2,307.8,14.2,D,0
-18.3522,141.8373,334.4,1.5,1.2,4/11/2000,0047,Terra,MODIS,61,6.2,312.8,22.4,D,0
-18.3546,141.8513,345.4,1.5,1.2,4/11/2000,0047,Terra,MODIS,90,6.2,312.9,57,D,0
-18.357,141.8652,334.6,1.5,1.2,4/11/2000,0047,Terra,MODIS,78,6.2,310.6,26.7,D,0
-18.6805,143.8078,327,1.1,1.1,4/11/2000,0047,Terra,MODIS,67,6.2,305.6,14.6,D,0
-18.363,141.8353,334.1,1.5,1.2,4/11/2000,0047,Terra,MODIS,75,6.2,312.4,18.7,D,0
-18.3654,141.8493,358,1.5,1.2,4/11/2000,0047,Terra,MODIS,98,6.2,312.3,103.9,D,0
-18.3678,141.8632,361.2,1.5,1.2,4/11/2000,0047,Terra,MODIS,100,6.2,311.5,121.5,D,0
-18.6658,143.6552,335.4,1.2,1.1,4/11/2000,0047,Terra,MODIS,81,6.2,305.9,26.1,D,0
-18.7054,143.902,349.7,1.1,1.1,4/11/2000,0047,Terra,MODIS,93,6.2,297.2,61.4,D,0
-19.0072,145.8605,345.8,1,1,4/11/2000,0047,Terra,MODIS,91,6.2,313.3,35.4,D,0
-19.0086,145.87,342.7,1,1,4/11/2000,0047,Terra,MODIS,84,6.2,312.4,28.4,D,0
-18.3786,141.8612,341.8,1.5,1.2,4/11/2000,0047,Terra,MODIS,87,6.2,308.8,47.3,D,0
-18.6288,143.3651,337.8,1.2,1.1,4/11/2000,0047,Terra,MODIS,72,6.2,298.6,35.4,D,0
-18.6754,143.6535,334.3,1.2,1.1,4/11/2000,0047,Terra,MODIS,79,6.2,303.4,24.3,D,0
-19.0162,145.8591,332.6,1,1,4/11/2000,0047,Terra,MODIS,51,6.2,308.3,15,D,0
-18.3893,141.8592,344.8,1.5,1.2,4/11/2000,0047,Terra,MODIS,89,6.2,308,57.2,D,0
-18.6876,143.6064,332.1,1.2,1.1,4/11/2000,0047,Terra,MODIS,56,6.2,295.2,26.8,D,0
-18.6893,143.6174,337.8,1.2,1.1,4/11/2000,0047,Terra,MODIS,71,6.2,298.2,34.6,D,0
-18.6972,143.6046,336.3,1.2,1.1,4/11/2000,0047,Terra,MODIS,80,6.2,291.3,36,D,0
-18.6989,143.6154,337.7,1.2,1.1,4/11/2000,0047,Terra,MODIS,83,6.2,293.1,37.8,D,0
-18.4028,141.7409,339.4,1.5,1.2,4/11/2000,0047,Terra,MODIS,84,6.2,310.9,31.6,D,0
-18.4645,141.9531,335.3,1.5,1.2,4/11/2000,0047,Terra,MODIS,77,6.2,311.9,26,D,0
-18.4751,141.9511,341.9,1.5,1.2,4/11/2000,0047,Terra,MODIS,87,6.2,311.3,41.4,D,0
-18.4988,141.9608,347,1.5,1.2,4/11/2000,0047,Terra,MODIS,91,6.2,311,59.9,D,0
-19.1941,146.3181,329.8,1,1,4/11/2000,0047,Terra,MODIS,48,6.2,307,16.8,D,0
-18.5225,141.9706,338.8,1.4,1.2,4/11/2000,0047,Terra,MODIS,84,6.2,311.1,34.9,D,0
-18.5331,141.9686,336,1.4,1.2,4/11/2000,0047,Terra,MODIS,81,6.2,309.2,27.7,D,0
-18.5415,141.953,333.5,1.5,1.2,4/11/2000,0047,Terra,MODIS,73,6.2,309.9,19.2,D,0
-18.9079,144.1967,327.8,1.1,1,4/11/2000,0047,Terra,MODIS,72,6.2,308.2,13.7,D,0
-19.0054,144.8174,332.2,1,1,4/11/2000,0047,Terra,MODIS,68,6.2,308.4,16.8,D,0
-19.2346,146.344,323.1,1,1,4/11/2000,0047,Terra,MODIS,50,6.2,302.5,13.6,D,0
-19.236,146.3534,325.4,1,1,4/11/2000,0047,Terra,MODIS,65,6.2,302.1,16.6,D,0
-18.9139,144.1746,343.1,1.1,1,4/11/2000,0047,Terra,MODIS,89,6.2,307.6,39.2,D,0
-18.9156,144.1849,333.9,1.1,1,4/11/2000,0047,Terra,MODIS,58,6.2,306.3,21.8,D,0
-18.9172,144.1951,334.7,1.1,1,4/11/2000,0047,Terra,MODIS,82,6.2,301.2,23.2,D,0
-19.0146,144.8159,348.3,1,1,4/11/2000,0047,Terra,MODIS,93,6.2,309.2,45.8,D,0
-18.6593,142.5565,332.2,1.3,1.1,4/11/2000,0047,Terra,MODIS,67,6.2,311.5,15.7,D,0
-18.8615,143.7862,346,1.1,1.1,4/11/2000,0047,Terra,MODIS,86,6.2,297.1,48.4,D,0
-18.9233,144.1729,331.7,1.1,1,4/11/2000,0047,Terra,MODIS,59,6.2,295.4,19.9,D,0
-18.9266,144.1936,349.2,1.1,1,4/11/2000,0047,Terra,MODIS,93,6.2,303.4,53.1,D,0
-19.0237,144.8144,429.4,1,1,4/11/2000,0047,Terra,MODIS,100,6.2,320.1,490.9,D,0
-19.0252,144.8241,361.7,1,1,4/11/2000,0047,Terra,MODIS,100,6.2,313.7,77.7,D,0
-18.6716,142.5671,335.1,1.3,1.1,4/11/2000,0047,Terra,MODIS,73,6.2,314.7,23.8,D,0
-18.6736,142.5795,333.6,1.3,1.1,4/11/2000,0047,Terra,MODIS,73,6.2,313.6,19.3,D,0
